FOLIO,VIV_SEL,HOGAR,N_REN,P12_1_1,P12_1_2,P12_1_3,P12_2,P12_3_1,P12_3_2,P12_3_3,P12_3_4,P12_3_5,P12_4_1,P12_4_2,P12_4_3,P12_4_4,P12_4_5,P12_4_6,P12_5_1,P12_5_2,P12_5_3,P12_5_4,P12_5_5,P12_5_6,P12_5_7,P12_6_1,P12_6_2,P12_6_3,P12_6_4,P12_6_5,P12_6_6,ENT,EST_DIS,UPM_DIS,FACTOR
1360107,15,1,02,2,2,2,4,4,4,4,3,5,3,3,1,1,1,1,3,3,1,1,1,1,3,2,2,2,2,2,2,13,198,0002659,3593
1360107,16,1,04,1,1,1,3,3,3,3,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,2,2,2,2,2,13,198,0002659,3434
1360107,17,1,05,2,2,2,4,4,4,4,4,5,3,3,3,3,3,3,3,3,3,3,1,1,3,2,2,2,2,2,2,13,198,0002659,3593
1360107,18,1,01,2,1,2,4,4,5,4,5,5,2,5,1,1,1,1,1,1,1,4,1,1,1,2,2,2,2,2,2,13,198,0002659,687
1360107,19,1,03,1,1,1,3,1,4,2,2,2,2,2,1,1,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,13,198,0002659,2874
1360107,20,1,01,2,1,1,4,4,5,4,4,5,4,5,1,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,13,198,0002659,719
1360140,01,1,01,1,2,2,3,3,5,4,3,5,3,5,3,3,3,3,1,2,1,1,1,1,1,2,2,2,1,2,2,13,197,0002660,2367
1360140,02,1,02,2,2,2,3,4,5,2,2,5,2,5,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,13,197,0002660,2262
1360140,03,1,01,2,2,2,2,4,4,4,9,3,3,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,13,197,0002660,1183
1360140,04,1,03,2,2,2,3,4,3,1,1,1,3,3,2,3,2,2,1,1,1,2,2,1,1,2,2,2,2,2,2,13,197,0002660,2367
1360140,05,1,02,2,1,1,2,2,2,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,1,1,2,2,13,197,0002660,1183
1360140,06,1,02,2,2,2,2,3,5,2,1,1,2,5,2,3,2,3,1,1,1,1,1,1,1,2,2,2,1,2,2,13,197,0002660,1131
1360140,07,1,01,2,2,2,9,4,4,3,3,5,1,5,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,13,197,0002660,566
1360140,08,1,02,2,2,2,9,3,5,4,1,5,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,13,197,0002660,1131
1360140,09,1,01,1,1,2,3,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,13,197,0002660,1775
1360140,10,1,03,1,1,1,3,3,1,3,3,3,1,5,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,13,197,0002660,2367
1360140,12,1,01,2,2,1,2,3,5,3,3,5,4,5,1,2,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,13,197,0002660,2367
1360140,13,1,03,2,1,2,2,4,2,3,2,1,2,5,1,2,2,2,2,1,1,2,1,1,2,2,2,2,2,2,2,13,197,0002660,2367
1360140,14,1,02,2,2,2,4,4,4,5,5,5,3,5,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,13,197,0002660,1697
1360140,15,1,02,2,2,2,9,4,4,5,5,5,3,3,3,4,3,1,1,1,1,1,1,1,1,2,2,2,2,2,2,13,197,0002660,2262
1360140,16,1,04,2,2,9,4,4,5,4,4,5,4,5,1,4,4,4,1,1,1,4,4,3,1,2,2,2,2,2,2,13,197,0002660,2828
1360140,17,1,01,2,2,2,4,3,5,5,5,5,4,5,1,1,1,1,1,1,1,1,1,1,3,2,2,2,2,2,2,13,197,0002660,566
1360140,18,1,01,1,1,1,3,3,3,5,3,5,3,1,3,1,1,1,1,1,1,3,1,1,1,2,2,2,1,2,2,13,197,0002660,1131
1360140,19,1,03,1,1,1,2,3,3,3,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,13,197,0002660,1697
1360227,01,1,01,2,2,2,4,3,3,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,13,197,0002661,2772
1360227,02,1,02,1,1,1,9,4,4,4,4,5,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,13,197,0002661,3709
1360227,03,1,01,9,9,9,9,4,5,4,5,5,2,5,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,13,197,0002661,530
1360227,04,1,04,1,1,1,3,4,4,3,3,3,3,3,1,3,1,3,3,1,1,1,1,1,3,2,2,1,2,2,2,13,197,0002661,2217
1360227,05,1,01,2,2,2,1,4,4,4,4,4,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,13,197,0002661,1109
1360227,06,1,02,1,1,1,1,2,5,2,2,2,2,5,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,13,197,0002661,1060
1360227,07,1,02,1,1,1,3,3,4,1,1,3,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,13,197,0002661,1589
1360227,08,1,02,1,1,1,2,1,5,5,2,2,2,5,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,13,197,0002661,1060
1360227,10,1,02,1,1,1,3,4,2,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,13,197,0002661,1109
1360227,11,1,01,1,1,1,2,3,2,4,4,1,3,3,3,3,3,3,1,1,1,1,1,1,1,2,2,2,2,2,2,13,197,0002661,530
1360227,11,2,03,1,1,1,2,4,2,5,2,1,3,5,2,2,2,2,2,1,2,3,4,2,2,2,2,2,2,2,2,13,197,0002661,2217
1360227,12,1,02,1,1,1,3,4,5,5,4,4,3,5,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,13,197,0002661,1060
1360227,13,1,01,2,2,2,4,4,4,4,3,4,3,3,3,3,3,2,1,1,1,1,1,1,2,2,2,2,2,2,2,13,197,0002661,530
1360227,14,1,05,1,1,1,2,3,3,4,4,2,2,5,1,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,13,197,0002661,2649
1360227,15,1,01,1,1,1,2,4,5,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,13,197,0002661,530
1360227,16,1,02,1,1,1,2,4,5,4,4,5,2,5,1,2,2,2,1,3,1,2,3,2,3,2,2,2,2,2,2,13,197,0002661,1589
1360227,17,1,02,1,1,1,3,3,5,3,4,4,1,5,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,13,197,0002661,1060
1360227,18,1,02,2,1,2,3,2,2,1,1,5,3,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,13,197,0002661,1589
1360227,19,1,03,1,1,1,2,2,1,3,2,1,3,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,13,197,0002661,3179
1360227,20,1,09,1,1,1,3,3,4,3,2,2,2,2,1,1,1,1,1,1,1,3,2,1,1,2,2,2,2,2,2,13,197,0002661,3179
1360233,01,1,01,1,1,1,4,4,5,4,4,5,3,5,3,2,3,3,2,2,1,4,3,1,3,2,2,2,2,2,2,13,198,0002662,1257
1360233,02,1,01,1,1,1,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,13,198,0002662,1886
1360233,03,1,01,2,2,2,3,4,4,4,3,5,3,3,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,13,198,0002662,1202
1360233,04,1,02,1,1,2,2,4,4,1,2,4,3,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,13,198,0002662,2515
1360233,06,1,01,1,1,2,2,3,5,2,2,2,1,5,1,1,1,1,2,3,1,1,1,1,1,2,2,2,2,2,2,13,198,0002662,1257
1360233,07,1,02,2,2,2,2,3,4,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,13,198,0002662,1202
1360233,08,1,01,1,1,1,4,3,4,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,13,198,0002662,629
1360233,09,1,01,1,1,2,2,3,4,1,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,13,198,0002662,1202
1360233,11,1,03,1,1,1,2,3,2,4,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,13,198,0002662,2515
1360233,13,1,02,1,1,1,3,3,3,4,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,13,198,0002662,1803
1360233,15,1,02,1,1,1,2,4,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,13,198,0002662,1202
1360233,17,1,01,2,2,2,2,4,5,2,1,5,2,5,1,1,1,1,1,2,1,1,1,1,1,2,2,2,2,2,2,13,198,0002662,629
1360233,18,1,01,2,2,2,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,13,198,0002662,1257
1360233,19,1,02,2,1,1,2,4,1,4,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,13,198,0002662,1202
1360291,01,1,02,2,2,2,2,2,4,2,1,5,2,2,4,4,1,1,1,2,1,2,1,1,1,2,1,2,1,2,2,13,198,0002663,1420
1360291,02,1,03,2,2,2,4,4,5,4,3,4,1,5,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,13,198,0002663,2130
1360291,03,1,01,1,1,1,3,4,4,3,3,3,2,3,3,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,13,198,0002663,710
1360291,04,1,01,1,1,1,3,3,5,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,13,198,0002663,2130
1360291,05,1,01,2,1,2,9,3,5,3,3,5,2,5,1,1,1,1,1,2,2,2,2,1,1,2,2,2,2,2,2,13,198,0002663,2228
1360291,06,1,06,2,2,2,3,4,4,4,3,2,2,2,2,2,2,2,1,1,1,1,1,1,2,2,2,1,2,2,2,13,198,0002663,5199
1360291,07,1,01,2,2,2,9,4,5,5,5,5,2,5,1,3,3,3,3,4,3,4,3,3,4,2,2,2,2,2,2,13,198,0002663,710
1360291,08,1,01,1,1,1,1,2,2,2,3,5,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,13,198,0002663,2971
1360291,09,1,01,1,1,1,3,1,5,2,1,5,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,13,198,0002663,3714
1360291,10,1,03,1,1,1,1,3,5,3,3,4,1,5,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,13,198,0002663,2130
1360291,11,1,01,2,2,2,9,4,4,4,3,5,4,3,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,13,198,0002663,1485
1360291,12,1,01,2,2,2,4,4,4,5,4,5,4,3,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,13,198,0002663,2228
1360291,13,1,01,2,2,2,4,4,5,4,4,5,2,5,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,13,198,0002663,1420
1360291,15,1,03,1,9,9,3,3,3,3,3,3,2,5,1,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,13,198,0002663,2228
1360291,16,1,01,2,2,2,3,4,5,2,2,2,2,5,2,2,2,1,2,1,1,1,1,1,3,2,2,2,2,2,2,13,198,0002663,743
1360291,17,1,01,2,2,2,9,4,5,5,5,5,1,5,1,3,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,13,198,0002663,743
1360291,18,1,01,1,1,2,2,4,4,5,3,3,3,2,2,2,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,13,198,0002663,743
1360291,19,1,01,2,2,2,1,2,2,3,3,3,2,2,3,3,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,13,198,0002663,743
1360291,20,1,01,1,1,1,2,3,4,3,3,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,13,198,0002663,710
1360305,01,1,01,1,1,1,2,4,4,5,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,13,198,0002664,737
1360305,02,1,02,9,9,9,3,3,4,5,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,13,198,0002664,1475
1360305,03,1,03,1,1,1,3,2,2,1,2,1,1,5,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,13,198,0002664,2212
1360305,04,1,01,2,2,2,3,4,4,4,4,5,3,1,3,3,1,3,3,3,1,3,3,3,3,2,2,2,2,2,2,13,198,0002664,1475
1360305,05,1,01,1,1,1,3,3,4,4,4,1,3,3,3,3,3,3,1,1,1,1,1,1,1,2,2,1,1,2,2,13,198,0002664,1475
1360305,06,1,01,2,2,2,3,4,5,4,4,4,3,5,1,3,3,3,2,2,1,3,1,1,1,2,2,2,2,2,2,13,198,0002664,705
1360305,07,1,03,2,2,2,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,13,198,0002664,2114
1360305,09,1,01,1,1,2,3,4,4,5,3,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,13,198,0002664,2819
1360305,10,1,03,1,1,1,2,3,3,3,2,1,2,2,2,2,2,2,1,1,1,1,3,1,1,1,2,2,2,2,2,13,198,0002664,2114
1360305,11,1,03,1,1,1,9,3,3,5,3,3,1,5,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,13,198,0002664,2212
1360305,12,1,03,1,1,1,2,2,2,2,3,1,2,5,2,3,3,2,2,2,3,3,1,3,1,2,2,2,2,2,2,13,198,0002664,2819
1360305,13,1,01,1,1,1,1,1,1,3,3,9,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,13,198,0002664,1475
1360305,15,1,01,1,1,1,1,4,3,2,2,1,5,5,5,5,5,5,1,1,1,1,1,1,1,2,2,2,2,2,2,13,198,0002664,1475
1360305,16,1,02,1,1,1,4,2,1,1,3,1,1,5,2,2,1,2,3,4,3,2,2,3,2,2,2,2,2,2,2,13,198,0002664,2114
1360305,18,1,01,2,2,2,3,4,5,1,1,5,1,5,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,2,2,13,198,0002664,1475
1360305,19,1,01,1,1,1,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,13,198,0002664,737
1360305,20,1,03,1,1,2,3,2,4,5,2,1,3,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,13,198,0002664,2212
1360351,01,1,02,1,1,2,3,3,3,3,3,3,1,3,3,3,3,1,1,1,1,1,1,1,1,2,2,2,2,2,2,13,198,0002665,3544
1360351,02,1,03,1,1,1,3,3,3,3,3,2,3,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,13,198,0002665,3387
1360351,03,1,02,1,1,1,2,4,4,3,3,4,2,4,2,4,2,3,3,4,4,4,4,4,4,2,2,2,2,2,2,13,198,0002665,2126
1360351,04,1,02,1,1,1,3,3,5,3,3,5,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,13,198,0002665,2032
1360351,05,1,02,1,1,2,9,4,5,5,4,5,2,5,1,1,1,1,1,2,1,1,1,1,1,2,2,2,2,2,2,13,198,0002665,1355
1360351,06,1,01,2,2,2,4,4,5,3,2,5,4,5,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,13,198,0002665,1418
1360351,07,1,01,2,2,2,4,4,4,2,2,5,2,1,4,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,13,198,0002665,677
1360351,08,1,01,1,1,1,1,4,4,4,4,4,3,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,13,198,0002665,1418
1360351,09,1,04,1,1,1,3,3,5,4,4,1,2,5,1,1,1,1,1,1,1,2,1,1,3,2,2,2,2,2,9,13,198,0002665,3387
1360351,10,1,03,1,1,1,3,2,1,3,2,1,1,5,1,1,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,13,198,0002665,2710
1360351,12,1,03,1,1,1,2,4,4,3,3,4,3,5,1,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,13,198,0002665,1355
1360351,13,1,02,2,2,2,3,3,5,4,2,5,3,5,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,13,198,0002665,2710
1360351,14,1,02,1,1,2,4,1,4,3,2,1,3,2,1,3,2,2,1,1,2,1,1,1,1,2,2,2,2,2,2,13,198,0002665,1355
1360351,15,1,01,1,1,2,3,3,4,3,3,3,3,3,2,3,1,1,1,1,1,1,1,2,1,2,1,2,1,2,2,13,198,0002665,1418
1360351,16,1,02,1,1,1,3,4,3,2,2,5,3,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,13,198,0002665,4064
1360351,18,1,03,1,1,1,3,3,3,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,13,198,0002665,2710
1360351,20,1,01,2,2,2,3,4,4,4,4,4,3,3,4,3,3,3,3,3,3,1,1,4,3,1,1,2,2,2,2,13,198,0002665,709
1360406,02,1,01,1,1,1,3,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,13,198,0002666,810
1360406,04,1,03,1,1,1,3,4,2,1,1,1,2,3,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,13,198,0002666,3098
1360406,05,1,02,2,2,2,4,3,5,3,3,3,2,5,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,13,198,0002666,3098
1360406,07,1,02,1,1,1,1,3,3,3,1,5,3,2,3,1,1,1,1,3,1,2,1,1,1,2,2,2,2,2,2,13,198,0002666,1621
1360406,10,1,02,2,2,2,3,3,5,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,2,2,2,2,13,198,0002666,1549
1360406,11,1,03,2,2,2,1,4,5,5,2,5,2,5,1,3,3,3,2,3,1,3,3,3,3,2,2,2,2,2,9,13,198,0002666,2324
1360406,12,1,03,1,1,1,3,2,2,2,2,1,3,5,3,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,13,198,0002666,3098
1360406,13,1,01,2,2,2,4,4,5,4,4,5,2,5,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,13,198,0002666,1549
1360406,14,1,01,1,1,1,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,13,198,0002666,1621
1360406,15,1,01,2,2,2,2,2,2,2,1,1,3,3,2,2,2,3,1,1,1,1,1,1,1,2,1,2,2,2,2,13,198,0002666,3242
1360406,16,1,02,2,2,2,4,4,5,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,13,198,0002666,1549
1360406,17,1,02,1,1,2,3,4,3,3,3,2,2,3,3,3,3,1,1,1,1,1,1,1,2,2,2,2,2,2,2,13,198,0002666,1549
1360406,18,1,01,1,1,1,2,2,3,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,13,198,0002666,1621
1360406,19,1,01,9,9,9,9,4,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,13,198,0002666,810
1360406,20,1,01,2,2,2,4,4,5,2,2,5,3,5,1,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,13,198,0002666,775
1360417,01,1,01,2,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,1,2,2,2,13,197,0002667,1262
1360417,02,1,02,1,2,2,2,4,5,5,5,5,3,5,2,2,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,13,197,0002667,2412
1360417,03,1,02,2,2,2,4,4,5,3,3,3,3,5,3,1,1,1,3,1,1,1,1,1,1,2,2,2,2,2,2,13,197,0002667,1809
1360417,04,1,01,2,1,1,2,4,4,4,4,4,2,2,3,3,3,3,1,1,1,1,1,1,1,2,2,2,2,2,2,13,197,0002667,1892
1360417,05,1,01,1,1,2,4,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,13,197,0002667,1262
1360417,06,1,02,2,2,2,2,3,4,3,2,5,3,3,1,1,1,1,3,3,1,1,3,2,2,2,1,2,1,2,2,13,197,0002667,1206
1360417,07,1,04,1,1,1,1,4,2,1,1,1,2,2,2,2,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,13,197,0002667,3154
1360417,08,1,03,1,1,1,3,4,5,2,2,2,1,5,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,13,197,0002667,1809
1360417,09,1,01,2,2,2,3,4,4,3,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,13,197,0002667,1809
1360417,11,1,01,1,1,1,3,4,5,4,4,4,3,5,1,1,1,1,1,2,1,1,1,1,2,2,2,2,1,2,1,13,197,0002667,603
1360417,12,1,06,2,2,2,9,4,4,5,4,4,3,3,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,2,2,13,197,0002667,2523
1360417,13,1,01,2,1,2,3,4,4,4,4,5,3,4,4,3,4,3,3,3,1,3,3,3,3,2,2,2,1,2,2,13,197,0002667,1892
1360417,14,1,02,2,2,2,3,3,5,3,3,5,3,5,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,13,197,0002667,1892
1360417,15,1,03,2,2,2,2,1,4,4,2,2,4,1,1,1,1,1,3,1,1,1,1,1,1,2,2,1,2,2,2,13,197,0002667,3154
1360417,16,1,02,9,9,9,3,4,5,4,4,4,1,5,1,1,1,1,1,1,1,1,4,1,1,2,2,2,2,2,2,13,197,0002667,1206
1360417,18,1,01,1,2,1,3,4,5,4,2,4,3,5,3,4,3,2,3,2,2,2,3,3,4,2,2,2,2,2,2,13,197,0002667,2523
1360417,19,1,01,1,1,2,1,3,5,3,1,2,3,5,4,4,1,4,2,3,1,4,2,1,1,2,2,2,2,2,2,13,197,0002667,603
1360417,20,1,01,2,2,2,3,3,5,3,3,5,2,5,1,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,13,197,0002667,1809
1360439,01,1,02,2,1,1,2,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,13,198,0002668,2423
1360439,03,1,01,1,1,1,1,4,5,5,5,1,1,5,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,13,198,0002668,772
1360439,04,1,01,9,2,2,3,3,3,3,1,3,2,2,1,1,2,1,1,1,1,1,4,1,1,2,2,1,2,2,2,13,198,0002668,2423
1360439,06,1,01,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,13,198,0002668,772
1360439,07,1,01,1,1,1,2,2,1,2,5,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,13,198,0002668,772
1360439,08,1,03,1,1,1,2,3,4,3,3,2,3,1,1,1,1,1,2,2,1,1,1,1,2,2,2,2,2,2,2,13,198,0002668,2423
1360439,09,1,01,1,1,1,3,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,13,198,0002668,772
1360439,10,1,02,1,1,1,3,2,4,3,2,1,2,5,1,2,2,2,1,1,2,1,1,1,1,2,2,2,2,2,2,13,198,0002668,1544
1360439,11,1,01,2,2,2,3,1,5,2,2,1,2,5,1,2,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,13,198,0002668,3231
1360439,12,1,02,1,1,1,1,2,2,4,2,1,1,5,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,13,198,0002668,2423
1360439,13,1,02,9,9,2,2,3,3,3,3,3,2,3,1,2,1,1,1,1,2,1,2,2,3,2,1,2,2,2,2,13,198,0002668,2316
1360439,14,1,03,2,1,1,1,4,5,3,4,5,2,5,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,13,198,0002668,2316
1360439,15,1,01,9,9,9,3,4,4,4,4,3,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,13,198,0002668,1544
1360439,16,1,02,2,2,2,4,4,1,1,1,1,3,3,3,2,1,2,1,1,2,1,1,1,2,2,2,2,2,2,2,13,198,0002668,1544
1360439,17,1,01,1,1,1,3,3,3,3,2,3,2,2,1,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,13,198,0002668,1615
1360439,18,1,02,1,1,1,3,3,4,2,2,1,2,2,1,2,1,2,1,1,2,2,1,2,2,1,2,2,2,2,2,13,198,0002668,1544
1360481,01,1,04,1,1,1,2,4,4,4,4,4,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,13,197,0002669,1985
1360481,02,1,02,2,2,2,3,3,5,2,4,4,1,5,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,13,197,0002669,1897
1360481,03,1,02,2,2,2,2,4,4,2,2,4,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,13,197,0002669,1423
1360481,04,1,03,2,2,2,9,4,5,4,4,4,1,5,1,1,2,2,1,4,3,4,4,4,4,2,2,2,2,2,2,13,197,0002669,1489
1360481,05,1,04,1,1,2,3,3,3,3,3,2,2,5,1,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,13,197,0002669,1897
1360481,06,1,01,2,1,2,2,1,5,1,1,1,3,2,1,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,13,197,0002669,474
1360481,07,1,05,1,1,1,3,3,2,3,3,2,3,5,1,3,3,3,3,1,1,1,3,1,1,2,2,2,2,2,2,13,197,0002669,2372
1360481,08,1,01,2,2,1,2,3,3,3,3,5,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,13,197,0002669,993
1360481,09,1,02,1,1,1,3,3,5,1,5,5,2,5,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,13,197,0002669,1897
1360481,10,1,02,2,2,2,3,4,4,4,4,4,2,2,3,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,13,197,0002669,949
1360481,11,1,02,1,1,1,3,4,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,13,197,0002669,1489
1360481,12,1,02,1,1,1,4,3,5,2,2,4,1,5,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,13,197,0002669,949
1360481,13,1,03,2,2,2,2,3,3,3,1,1,2,5,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,13,197,0002669,2481
1360481,14,1,01,2,2,2,2,4,3,3,2,2,2,2,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,2,2,13,197,0002669,2481
1360481,15,1,02,1,1,1,3,2,4,4,4,3,1,5,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,13,197,0002669,1423
1360481,16,1,01,1,1,1,3,3,4,3,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,13,197,0002669,474
1360481,17,1,02,1,1,1,1,3,5,2,1,5,2,5,3,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,13,197,0002669,949
1360481,18,1,03,1,1,1,2,3,5,3,4,4,2,5,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,13,197,0002669,1423
1360481,19,1,01,2,2,2,3,3,3,1,1,1,3,3,3,3,3,3,1,3,3,3,3,3,3,2,2,2,2,2,2,13,197,0002669,474
